female;Agostina;Rizzo;Santa Restituta;78;B+;Corporate recruiter
male;Silvano;Russo;Monteverde Di Boiano;77;B+;Tester
female;Tranquillina;Trevisan;Camporotondo Di Fiastrone;72;O-;Bindery machine setter
male;Quadrato;Folliero;Paese;50;B-;Labor economist
male;Danilo;Ferrari;Rocca Canavese;69;AB+;Appraiser
male;Aladino;Longo;Praiano;41;A-;Nurse practitioner
male;Albino;Colombo;Afragola;83;A+;Stevedore
female;Chiara;Siciliani;Sant'Agabio;74;A+;Sign language interpreter
male;Basilio;Milano;San Domino;73;A+;Conservation worker
male;Casimiro;Genovese;Lora;70;O-;Library binding worker
female;Tranquilla;Bianchi;Rocca Di Mezzo;40;B-;Purchasing manager
female;Alda;Sagese;Montespluga;71;B+;Industrial therapist
female;Tecla;Milani;Ponte Gardena;80;O+;Communications specialist
male;Artemio;Onio;Laterina;79;B+;Landscaping worker
male;Leonide;De Luca;Calenzano;80;O+;Microbiology technologist
female;Alfonsa;Mazzi;La Querce;62;A-;Music instructor
female;Gerardina;Schiavone;Terranova Di Pollino;52;B+;Cutting and slicing machine setter
male;Agatino;Udinesi;Rigomagno;49;O+;Allopathic physician
male;Ivone;Conti;Minerbio;49;B+;Heating, air-conditioning, and refrigeration installer
female;Luisa;Marchesi;Berzo San Fermo;65;A+;Occupational therapist assistant
male;Nicola;Panicucci;Cavatore;43;B+;Loan underwriter
male;Simone;Ferri;Bolgheri;66;A+;Corporate investigator
female;Natalina;Dellucci;Spineda;59;O+;Line erector
male;Alberto;Sal;Montecenere;59;O+;Truck dispatcher
male;Serafino;Marino;Marina Di Pietrasanta;30;O-;Maid
female;Maria;Fiorentini;Vaglia;73;B+;Assignment clerk
male;Artemio;Mazzanti;Zola Predosa;82;O+;Production cost estimator
male;Piero;Greece;Vernazza;44;B+;Taxi driver
male;Berardo;Milani;Albacina;47;B+;Beauty care specialist
male;Eros;Davide;Canelli Recapito Gancia;53;O+;Staffing specialist
female;Greta;Manna;Mereto Di Tomba;50;B+;Electronics technician
female;Consolata;Lettiere;Muriscuvo;80;O+;CNC operator
female;Ida ;Greco;Quinto Vercellese;73;AB+;Horse breeder
female;Tamara;Genovese;Altilia;56;A+;Bibliographer
female;Livia;Sal;San Felice Del Molise;67;O+;Fitness director
male;Galeazzo;Nucci;Ramazzano;60;O+;Security and fire alarm systems installer
male;Stanislao;Pirozzi;Mansue;43;O+;Bookmobile driver
female;Barbara;Fiorentini;Castelbuono;72;AB+;Meat cutter
male;Amalio;Pagnotto;San Rocco A Pilli;50;A+;Adult basic education teacher
female;Marcella;Zetticci;Castelnuovo Di Conza;46;A+;Chemist
male;Beniamino;Romano;Romola;27;O+;Digital image processor
male;Uriele;Cremonesi;Castelnovo Del Friuli;54;O+;Maid
female;Tranquilla;Greco;Vangadizza;51;A+;Maxillofacial radiologist
male;Angelico;Lucchesi;Canterano;54;B+;Actuarie
female;Eugenia;Pagnotto;Magliano Sabina;26;O+;Faller
male;Elvio;Giordano;Montalto Ligure;65;A+;Elevator inspector
female;Ave;Monaldo;San Pietro Di Scafati;28;B+;Rancher
male;Saverio;Marcelo;Prato Allo Stelvio;65;A+;Job development specialist
male;Isauro;Fiorentini;San Giovanni In Persiceto;60;O-;Receptionist
male;Federico;Barese;Riardo;62;AB+;Fish trimmer
male;Cesio;Napolitani;Castelfidardo;33;O+;Travel clerk
male;Vinicio;Boni;San Gregorio Matese;66;O+;Broadcast and sound engineering technician
female;Wanda ;Bruno;Gamalero;80;O+;Farmworker
male;Raffaele;Onio;Castiglione A Casauria;38;O+;Relay technician
male;Gherardo;Udinese;Sant'Antonio Di Pontecagnano;31;A+;Digital imaging technician
female;Adalberta;Loggia;Valdisotto;25;B+;Information clerk
male;Adone;Romani;Leonforte;72;B+;911 operator
male;Adalgiso;Toscano;Fezzano;34;A+;Practical nurses
male;Romano;Cocci;Sanluri Stato;80;O+;Stock-control clerk
female;Graziella;Pisani;Catania;58;O+;Library media specialist
male;Dimitri;Toscani;Portanova;58;O-;Assignment editor
female;Brigida;Manfrin;Santa Marinella;37;B+;Linemen
male;Isidoro;Trentini;Kaltenbrunn;83;O+;Mixing and blending machine tender
female;Giselda;Schiavone;Metaponto;64;A+;Agricultural and food science technician
male;Basilio;Capon;Montorio Al Vomano;41;O+;Gas furnace installer
male;Adone;Fanucci;Ragoli;68;A+;Sports official
male;Sebastiano;Baresi;Monte;21;A+;Oceanographer
female;Maria Rosa;Padovesi;Campodarsego;20;A+;Customs agent
male;Vittore;Toscano;Boscoreale;27;B+;Oxy-gas cutter
female;Rufina;Trentino;Roascio;71;O+;Apartment manager
female;Giovanna;Pagnotto;Leofreni;58;O+;Social psychologist
male;Geronimo;Napolitani;Gervasutta;22;O+;Teaching assistant
male;Ambrosino;Marino;Buttapietra;24;O+;Elevator mechanic
male;Lucius;Genovesi;Sant'Agata Sui Due Golfi;69;B+;Heavy vehicle and mobile equipment service technician
female;Delma;Genovese;Acereto;65;A+;Forester
female;Debora;Cremonesi;Cattolica;48;AB+;Receiving clerk
male;Ulderico;Piccio;Sailetto;59;A+;Aerospace engineer
female;Santina;Pinto;Ripatransone;63;O+;Skills trainer
male;Antonio;Milanesi;San Vittore;70;A+;Postmaster
male;Dionisio;Padovesi;Sermugnano;36;A+;Epidemiologist
male;Virginio;Palerma;Cadipietra;30;B+;Human resources administrative assistant
female;Melania;Pisani;Migliandolo;28;O-;Employee placement specialist
male;Claudio;Arcuri;Vaglia;44;B+;Electrical and electronic equipment assembler
male;Valerio;Fanucci;Armungia;65;O+;Speech therapist
female;Abela;Lo Duca;Cascine Vica;68;O+;Intructional coordinator
female;Mareta;Zito;Gargazon;53;O+;Motion picture camera operator
female;Ella;Fiorentino;Fiesco;50;O+;Counter clerk
male;Tancredi;Beneventi;Novara Di Sicilia;68;A+;Telephone repairer
female;Alida;Pisani;Taverna Di Montalto Uffugo;40;A+;Geographic information specialist
male;Marzio;Lucchesi;San Mauro Torinese;67;O+;Dance captain
female;Isotta;Bergamaschi;Mafalda;69;A+;Gynecologic sonographer
male;Augusto;Manna;Villalba;79;AB+;Molding, coremaking, and casting machine setter
male;Adalfredo;Sagese;Saguedo;40;A+;Treatment plant and system operator
female;Artemisia;Pugliesi;Lido Conchiglie;65;O+;Respiratory care practitioner
male;Caio;Lo Duca;Pisa;75;B+;Margin clerk
female;Michelina;Padovano;Doria;61;B+;Postmaster
female;Annunziata;Endrizzi;Monte Argentario;81;B+;Metal-refining furnace operator
male;Savino;Monaldo;Pisignano;24;B+;Trapper
female;Brigida;Greece;Roma;36;A+;School and college counselor
male;Franco;Mazzanti;Maida;79;O+;Heating, air-conditioning, and refrigeration engineer
male;Bertoldo;Cattaneo;Borgo Vittoria;36;A+;Marketing specialist
female;Aloisa;Genovese;Borgo Pasubio;50;B+;Information technology trainer
male;Boris;Zito;Palagiano;47;O+;Linemen
male;Quintilio;Russo;Moregnano;34;AB+;Water conservationist
male;Vincenzo;Sal;Antignano D'Asti;66;O+;Aquatic biologist
female;Bianca;Mazzanti;Carlentini;77;A+;Garbage collector
male;Pancrazio;Piazza;Roma;55;B+;Composing machine operator
male;Vinicio;Cattaneo;Chia;76;O+;Registered nurse
female;Simonetta;Pirozzi;Valledolmo;22;B+;Assistant property manager
female;Fausta;Gallo;Pedrengo;35;B+;Project control specialist
male;Venanzio;Sal;Venezia;57;B+;Personnel recruiter
female;Fulgenzia;Loggia;Freienfeld;38;B-;Cutter
male;Castore;Iadanza;Roccagorga;43;B+;Automotive body repairer
male;Lucius;Baresi;Brenno Useria;68;A+;Municipal court judge
male;Settimo;Zito;Gemmano;29;O-;Patient representative
male;Sebastiano;Boni;Grotteria;47;A-;Synoptic meteorologist
female;Isotta;Bellucci;Monte Castello;41;O+;Pointer
female;Selene;Milani;Nosate;62;AB+;Regional geographer
male;Ulderico;Barese;Calino;65;O-;Ballet master
female;Cinzia;Moretti;Pardesca;32;O+;Computer systems analyst
female;Iole;Zito;Gargallo;71;B+;Detective
female;Vincenza;Calabresi;Mattinata;41;A+;Sailor
male;Corrado;Nucci;Colzate;63;A+;Dental medicine doctor
male;Arcangelo;Arcuri;Ponte San Pietro;39;A+;Engraver set-up operator
female;Renata;Panicucci;Usella;65;O+;Surgeon
female;Irmina;Sabbatini;Avellino;48;AB+;U.S. Deputy Marshal
female;Gilda;Siciliano;Isola Di Caprera;25;O+;Diesel train engineer
male;Cipriano;Fallaci;San Bernardo Carmagnola;27;O+;Home health nurse
female;Fiamma;Monaldo;Marinasco;78;B+;Real property assessor
female;Norma;Padovesi;Caldare;53;O+;Musician
female;Cristina;Li Fonti;Colorno;64;AB+;Animal control worker
male;Ugo;Beneventi;Valvori;62;O+;Emergency management specialist
female;Tabita ;Manfrin;Bardalone;46;O+;Auditor
female;Isabella;Schiavone;Padria;57;O+;Loan clerk
male;Christian;Lo Duca;Pietrafitta;47;A+;Vending machine technician
female;Milena;Palerma;Stribugliano;40;O+;Dressing room attendant
female;Immacolata;Zetticci;Rivolta D'Adda;34;O+;Training coordinator
female;Angelina;Lo Duca;Gragnana;19;O+;Traffic clerk
female;Smeralda;Calabresi;Gaibola;51;A+;Brokerage clerk
male;Uriele;Panicucci;Mirabello Di Cantu;56;O+;Occupational health nurse
female;Marisa;Pinto;Foro Appio;45;A+;Electronics engineer
female;Serena;Sabbatini;Soiano Del Lago;34;AB+;Human resources analyst
female;Quartilla ;Greece;Cortenova;35;A+;LAN administrator
male;Lucio;Marcelo;Gorgo Al Monticano;74;A+;Lobby attendant
female;Teodata;Trevisani;Montorso;19;B+;Telephone station repairer
female;Lodovica;Bruno;Sant'Agata De' Goti;65;B+;ATF agent
female;Cinzia;Trentino;San Daniele Po;60;B+;Public address system announcer
female;Natalia;Pugliesi;Marinella;61;O+;Convention planner
male;Mattia;Toscani;Gallicano;33;O-;Electrical power line repairer
female;Eufrosina;Pisani;Montechiaro Denice;46;A+;Fabric mender
male;Brancaleone;Moretti;Massicelle;55;O+;Building inspector
female;Leila;Toscani;Monticelli;48;O+;Content editor
male;Petronio;Zetticci;Potenzoni;52;B+;Yoga instructor
male;Medardo;Milani;Fanna;28;O-;Operating engineer
male;Natalino;Bruno;Caicambiucci;57;AB+;Animal control officer
male;Berengario;Castiglione;Scauri;84;O+;Publicity agent
female;Rachele ;Lucchesi;Gambellara;28;O+;Ophthalmic laboratory technician
female;Martina;Manna;Marina Di Castellaneta;71;AB+;Automotive engineer
male;Giraldo;Angelo;Orsara Bormida;51;O+;Poet
male;Eros;Marchesi;Ghisalba;38;A+;Admissions director
male;Delmo;Pugliesi;Valtopina;81;O-;Stereotyper
male;Athos;Longo;Monacilioni;23;O+;Merchandise displayer
female;Gerardina;Cocci;Segonzano;65;A-;Transit and railroad police
male;Basso;Marchesi;San Giorgio Jonico;41;O+;Media outreach specialist
female;Alda;Ricci;Poggio San Vicino;83;A+;Physical therapist assistant
male;Livio;Beneventi;Roncanova;76;O+;Geophysicist
male;Agamennone;Colombo;Capriglia;76;O+;Singer
male;Gianfranco;Lori;Castelletto Stura;39;A+;Electronic home entertainment equipment repairer
male;Alarico;Sagese;Rocchenere;52;O+;Pesticide vegetation
male;Eberardo;Buccho;Garofalo;41;O+;Risk and insurance manager
female;Fabiola;Milani;Poggio San Francesco;20;O+;Rock splitter
male;Eric;Napolitano;Tezze Sul Brenta;47;O+;Armed Forces
female;Laura;Esposito;Massa D'Albe;39;B+;Surgeons
female;Tiziana;Capon;Molina Di Ledro;79;O+;Cardiographer
male;Silvestro;Bergamaschi;Collegno;76;A+;Operating engineer
female;Alfonsina;Sagese;Civitella;52;B+;Ground controller
male;Eustorgio;Boni;Affi;80;B+;Rehabilitation counselor
female;Vincenza;Lombardi;Vobarno;48;B+;Pump operator
female;Maria Grazia;Napolitano;Marina Di Ascea;75;O+;Radar controller
female;Eugenia;Nucci;Gnocca;48;AB+;Conservator
male;Emanuele;Beneventi;Schweinsteg;82;B+;Corporate recruiter
male;Ottavio;Pugliesi;Pruno Di Stilves;82;A-;Power plant dispatcher
female;Marta;Romani;Abbiate Guazzone;62;AB+;Amusement machine servicer
female;Libera;Palerma;Banzi;79;O+;Dentist
male;Anastasio;Napolitani;Perloz;58;O+;Massage therapist
female;Emanuela;Udinesi;Laives;58;O+;News photographer
male;Eleuterio;Panicucci;Crocette;32;B+;Ophthalmic nurse
female;Cesarina;Toscano;Cataforio;22;A+;Blockmason
female;Cordelia;Napolitani;Villa Del Bosco;52;O+;Training coordinator
male;Leonardo;Padovano;Tricarico;32;O+;Textile knitting and weaving machine setter
female;Cristiana;Lettiere;Soanne;48;A+;Business administrator
female;Angelina;Napolitani;Ronca;53;O+;Harbor pilot
male;Manuele;Padovesi;Dossena;33;A+;Recording engineer
male;Aurelio;Sal;Tribiano;21;B+;Farmhand
male;Eligio;Mancini;Monticchio;34;A+;Rock splitter
female;Eufrosina;Boni;Sant'Ermete;35;O+;Web developer
female;Carla;Palermo;Trivignano Udinese;25;A+;Power plant operator
female;Grazia;Piazza;Isolella;58;O+;Ticket agent
male;Flavio;Napolitano;Gandosso;34;A+;Electronics engineer
female;Maria;Mazzanti;Cologna;75;AB+;Telephone repairer
male;Andrea;Palerma;Vert;58;O+;Convention services manager
male;Eric;Lombardo;Ripatransone;23;B+;Biological-physical anthropologist
female;Viola;Moretti;Catania;77;A+;Mobile heavy equipment mechanic
female;Giuseppina;Fallaci;Vergiate;28;B+;Central office operator
male;Lino;Bianchi;Agrate Conturbia;69;B+;School superintendent
male;Aladino;Fallaci;Pennapiedimonte;70;O+;Cleaning, washing, and metal pickling equipment operator
male;Manfredo;Trevisani;Marina Di Massa;40;A+;Surgical technician
female;Pupa;Sagese;Fastro;71;O+;ABE teacher
female;Smeralda;Buccho;Ganaceto;57;O+;Dietetic technician
female;Alvisa;Monaldo;Tavernanova;37;AB+;Court, municipal, and license clerk
female;Dalia;Marino;Flero;39;A+;Data processing equipment repairer
female;Luisella;Piccio;Frascineto;30;B+;DTP operator
female;Luisa;Lucchese;Pian Di San Martino;31;A+;Agricultural worker
male;Colombano;Toscano;Ducenta;55;O+;Heavy-duty truck mechanic
male;Paolo;Lori;Treviso;62;B+;Coast Guard
female;Alfredina;Udinese;Rodi' Milici;20;A+;Prepress technician
male;Fulvio;Piazza;Prad;31;B+;Shipping, receiving, and traffic clerk
female;Virgilia;Boni;Casale Litta;56;O+;Tilesetter
female;Nilde;Davide;Gallarate;65;A+;Electronic drafter
female;Miriam;Trentino;Capodimonte;72;B+;Aircraft flight engineer
female;Ermenegilda;Marcelo;San Lorenzo Colli;78;O+;Welder
male;Efisio;Costa;Altrei;84;B+;Treatment, storage, and disposal (TSD) worker
female;Gaetana;Rossi;Lappato;72;A+;Network and computer systems administrator
male;Armando;Onio;Firenze;33;O+;Tool and die maker
female;Marzia;Ferrari;Alto;29;A+;Emergency and disaster response worker
female;Vanna;Marchesi;Favignana;27;A-;Livestock farmer
female;Angelina;Dellucci;Partanna Mondello;80;A+;Structural metal fabricator
female;Olimpia;Lucciano;Verrand;73;B+;Packager
female;Irmina;Rossi;Domegliara;21;B+;Highway maintenance worker
female;Arabella;Gallo;Francavilla Bisio;46;B+;Groundskeeper
female;Ines;Ferri;Lacchiarella;59;O+;Allergist
female;Rosalia;Udinese;Arzano;45;B+;Commission clerk
female;Algisa;Padovesi;Tramatza;34;O+;Elevator installer
male;Serafino;Bellucci;Rifreddo Di Saluzzo;38;O+;Tile installer
male;Geremia;Mancini;Capizzi;84;A+;Internist
male;Venanzio;Onio;Castello;69;O+;Radiologic nurse
male;Ezio;Russo;Corazzo;56;B+;Trial lawyer
male;Rodolfo;Trevisani;Salcedo;26;O-;Floor installer
female;Pasqualina;Giordano;Alviano;47;B-;Heating, air-conditioning, and refrigeration installer
male;Cornelio;Calabresi;Sambatello;69;AB+;Language pathologist
male;Giorgio;Onio;Moline Di Banale;66;A+;President
female;Adelfina;Colombo;Monterotondo;38;AB+;Pilot
female;Cassandra;Milanesi;Milena;72;O+;Fabric and apparel patternmaker
female;Francesca;Beneventi;San Giovanni Al Natisone;69;A+;Medical laboratory technician
female;Alfreda;Romani;Osidda;59;AB+;Economic geographer
male;Adelmo;Calabrese;Serravalle D'Asti;69;O+;Community outreach worker
female;Miriam;Mazzanti;Ittiri;19;A+;Allopathic surgeon
female;Cassandra;Ferrari;Serra San Quirico Stazione;21;A+;Artificial inseminator
female;Ubalda ;Sal;Casoli;63;B+;Driver-sales worker
female;Nora;Rossi;Santo Stefano;57;A+;Structural and reinforcing iron and metal worker
male;Alessandro;Mazzi;Capena;69;A+;Coder
male;Geraldo;Lombardi;San Giuliano Milanese;77;A+;Talking-books clerk
female;Editta;Pugliesi;Baldissero Torinese;80;B+;Electronic drafter
female;Albertina;Cremonesi;Castro;69;A+;Speech pathologist
female;Deborah;Trentino;Villapriolo;32;O+;Financial services sales agent
male;Calimero;Lombardi;Galliavola;55;O+;Activity specialist
male;Arrigo;Sal;Santa Lucia Di Collecorvino;72;O+;Piano tuner
female;Tullia;Sagese;Piano Di Coreglia;26;B+;Instructional specialist
female;Violante;Siciliani;Paderno;27;O+;Cleaning supervisor
female;Carmela;Cremonesi;Bussoleno;68;O+;Social work assistant
male;Bruto;Fanucci;Quaregna;73;A+;Military officer
female;Paola;Genovese;Lanzo Torinese;30;B+;Urban and transportation geographer
female;Vala ;Bruno;Sant'Omero;27;B+;Logistician
male;Eduardo;Napolitani;Polino;61;B+;Grocery bagger
male;Guarino;Rossi;Chitignano;78;A+;Dietetic technician
male;Vittore;Lori;Praso;39;B+;Insurance claims and policy processing clerk
male;Ezio;Ferrari;Cologno Monzese;46;AB+;Asphalt paving machine operator
male;Publio;Cattaneo;Soccorso;45;O+;Organizational economist
female;Simona;Manfrin;Antonelli;58;A-;Independent adjuster
male;Anacleto;Giordano;Vigna Di Valle;68;A+;Construction mechanic
male;Abbondanzio;Napolitani;Castelceriolo;40;A+;Gas appliance repairer
male;Giacinto;Udinesi;Tramonti;53;O+;Urban and transportation geographer
male;Enzo;Bellucci;Zaccanopoli;72;A-;Health care translator
male;Prisco;Lo Duca;Borgo Perrone;31;O+;Procurement technician
male;Manfredo;Arcuri;Sant'Antonio Ruinas;40;AB+;Gaming investigator
female;Ermenegilda;Mazzanti;Asinara Lazzaretto;32;A+;Image designer
female;Paola;Angelo;Francavilla Angitola;70;AB+;Economic geographer
male;Tarquinio;Genovesi;Grone;79;O+;Electrophysiologist
female;Daniela;Greece;Brugine;22;B+;Hoist and winch operator
female;Angelina;Dellucci;Lucchio;53;O+;Patient educator
female;Beata;Udinesi;Tiriolo;53;B+;Data typist
male;Nicodemo;Conti;Casine;82;A+;Employment counselor
male;Federico;Cocci;Portonovo;53;AB+;Diesel service mechanic
male;Regolo;Trevisano;Castelvetere In Val Fortore;65;A+;Nursing assistant
female;Giada;Russo;Sabbion;25;O+;Osteopathic doctor
male;Ausilio;Mancini;Staturano;26;A+;Orthotics technician
male;Gabriele;Cattaneo;Portacomaro Stazione;82;O+;Contract specialist
male;Olindo;Russo;Bocale Secondo;22;AB+;Human service worker
female;Wilma;Fanucci;Cortile;72;A+;Professional athlete
female;Piera;Marcelo;Pietrelcina;44;B+;Playwright
female;Flora;Cremonesi;Torbole Casaglia;56;O-;Wildlife biologist
male;Giona;Buccho;Olmo Di Martellago;33;O-;Agricultural worker
female;Tullia;Greece;Civitella D'Agliano;77;A+;Network systems and data communications analyst
male;Tranquillo;Fiorentini;Usellus;54;O+;Retail salesperson
female;Stefania;Pagnotto;Marzano;46;A+;Food preparation worker
male;Renato;Boni;Ari;41;O+;Top executive
male;Medoro;Palerma;Revigliasco D'Asti;31;O+;Media outreach specialist
male;Alfredo;Lettiere;Sellero;31;O+;Log sorter
male;Igor;Onio;Monte;66;O+;Public relations representative
female;Noemi;Arcuri;Oldenico;22;A+;Agricultural product grader
female;Fiamma;Ferri;Pieve Porto Morone;84;O+;Cardiovascular technician
male;Mariano;Buccho;Mercatello Di Salerno;36;B+;Cable line installer
female;Fioretta;Bellucci;Pistolesa;56;B+;Safe repairer
male;Primo;Cremonesi;Cividale Mantovano;55;O-;Government auditor
male;Dino;Marino;Cherasco;58;B+;Musical instrument tuner
female;Filippa;Napolitani;Castelnuovo Della Daunia;63;AB+;Personnel development specialist
female;Marcella;Udinesi;Albino;84;B+;Weathercaster
female;Dorotea;Siciliani;Milano;60;B+;Construction mechanic
male;Orso;Panicucci;Nuvolato;69;O-;Biochemist
female;Vera;Manna;Valdastico;62;B+;Pharmacist
female;Gustava;Lo Duca;Pezzana;67;A+;Parking enforcement worker
female;Michelina;Nucci;Dusino San Michele;84;A+;Geophysical prospecting surveyor
male;Raul;Mazzi;Torano;21;B+;Business office assistant
male;Romano;Colombo;Cargeghe;22;B+;Semiconductor processor
male;Marzio;Gallo;Gottolengo;20;A+;Optical instrument assembler
female;Enrica;Lo Duca;Prepo;20;B+;Flight attendant
male;Ivone;Lucchese;Carsoli;75;B+;Insurance underwriter
male;Amalio;Loggia;San Lorenzo Di Sant'Egidio;66;O+;Police officer
female;Dalila;Monaldo;Piobesi Torinese;45;O+;Dairy farmer
female;Rosaura;Fanucci;Bette;41;O+;School social worker
male;Leone;Lorenzo;San Romano;69;A+;Cryptanalyst
male;Camillo;Fiorentino;Stroppo;71;A+;Platemaker
female;Luce;Sabbatini;Cura Carpignano;56;B+;Personal secretary
female;Clio;Sabbatini;Castel Di Tora;76;O+;Gaming cage worker
female;Rina;De Luca;Marina Di Belvedere Marittimo;58;O+;Unclaimed property officer
male;Cataldo;Schiavone;Laigueglia;72;B+;Personnel director
male;Frediano;Bianchi;Verona;46;B+;Nurse specialist
female;Michela;Mazzi;Cadimare;57;O+;Long haul truck driver
female;Morgana;Monaldo;La Forma;23;O+;Public defender
